"Transaction ID","Date & Time","WETH In","WETH Out","USDT In","USDT Out"
"0x5983db0d00fc6e053b2ed3a995331a201c7bef907e5e1df8e095e45407c4cfb5","2024-01-01 00:07:35",0.038996093763892445,0,0,88.812175
"0xdee53be79a24b6392b3376ee42f6e3f80b7fc80f4e15e19c974418d28f0ab7d5","2024-01-01 00:07:59",0.48531511426233487,0,0,1105.267119
"0x2ef08501e6fc5c1f49ba3c5bc8c5cfbdcfc9cc2f7e0c27bd20c9af79fa3fb2f0","2024-01-01 00:08:35",0,0.7190362666862393,1647.393207,0
"0x3e130a7fc80b4c77408305f1fa04197efff4355397d3a608449d1d02eed85b61","2024-01-01 00:08:35",0.3352496655018383,0,0,763.482866
"0xd1b5468aa1ceb080b34f531e5f63c7178578bc8d9f03b43f436ab3379dfee458","2024-01-01 00:08:59",0,1.7809461591787699,4080.706906,0
"0xdc04e03bc9bd64bc6846e016f81cdf83d862859dacb87ba54ec9725dee938345","2024-01-01 00:09:11",0.49994346142164603,0,0,1138.716075
"0x03a30b8faed06cb9395e5c59b321dd33df15ac964537bfe5601d2974bd9b6f14","2024-01-01 00:10:11",0.03194630364472795,0,0,72.762408
"0x8e38f6adfabd60ec000845c64db06d5c74286cb7e231f8e94a40c781ac92e3ab","2024-01-01 00:10:23",0.0198150875,0,0,45.131696
"0x381784aad9c4ce2c97a7bad5e856a48db49cf9abe5ae0422db9dcd92cee63a1c","2024-01-01 00:10:35",0,7.868590675794162,18034.825839,0
"0xac231e5922b846257cfb494f1c9c247f4b20dc0c1ba44b1d3eeab33b8244195e","2024-01-01 00:10:47",0,0.20636100218273562,473.114313,0
"0x2cd27108db8ef9a843df3c098307839e1141a6bfc3a6ab89ee51f1a7cd91bac1","2024-01-01 00:10:59",0,8.319594775172225,19079.660933,0
"0xd8a94d56b9218c97c0cd0d416c25a50a3564615cde7e80e420e6a14e6f88d1f2","2024-01-01 00:11:59",0.03651506823961119,0,0,83.264063
"0x9e7309ab22b5bd326861c413368b954b2fd2729f25cdf944f1229d592c5ba1ce","2024-01-01 00:12:35",0,7.809949368604626,17920.988392,0
"0x8c8788b285c8c496a9274e1517c1cb122d2458023d45cd2ca7413c54b4c124d6","2024-01-01 00:12:59",1.1981823643437215,0,0,2733.557676
"0x47e7340ecd085ceba2cb2b62610438e079cfd36ad79a2956319abc2d3df2f767","2024-01-01 00:13:11",1.191797909560514,0,0,2718.764146
"0x74dbb8efa4032ddf51e6ed0a3b49553dbd34a6d7a3405d57b865f85231770e6c","2024-01-01 00:13:23",0.7998319322846528,0,0,1824.472449
"0xdcae65a78798ca1e417aca1f9fad5762b51cc3bf78948522d1011c3334801e7b","2024-01-01 00:14:35",0.8157763872008957,0,0,1860.737433
"0x1583077ecfae5ffda71bce89be180c81b4ca45438a75580575409acdf0952cb1","2024-01-01 00:14:47",0,5.221689466847645,11984.002741,0
"0x223b311c5f48cf87c01820874d1641c7ab5ad53271edc8847e0ca3bd6ea97658","2024-01-01 00:15:23",0,0.1528469182988681,350.856698,0
"0xc5ddd7fc4f0d1026791ef5f2c991d21a8639c7b37ffb3cc020f0d6c71914e84e","2024-01-01 00:16:23",0,0.6295265412832167,1445.1039,0
"0x8baa326eb6d3122e058aa0d54d617439f7362cad0a984835c1399d739eb14fa5","2024-01-01 00:16:47",0,9.560943485601358,21951.772482,0
"0xd35e1fad75e15d49cf718958a9b2cef5721bdbdf6665d7a68c96c01f2a24d0c1","2024-01-01 00:16:47",2.3533682306204007,0,0,5369.564571
"0x021fe6af8c5b0353f91442ccd71cd5dba0980e140546a9a7e5ccd9e5f0debb53","2024-01-01 00:18:59",0,0.061258002751044836,140.695085,0
"0x410c7f83ba609612d8d0800824e51ea70ce7b092b9afcce824ff8a4d90adcf82","2024-01-01 00:18:59",0.030989903927563144,0,0,70.750181
"0xbd095e4a73562ed7168ae9c210945248bed535e0196061a3717d14ab8312e8df","2024-01-01 00:18:59",0,0.01487738414924557,34.16991,0
"0xab88556f16495333501b305ea432f4dccf43469acd4654569d80c2262cb42c36","2024-01-01 00:19:23",0,0.0870787378666797,200,0
"0xc6f580f501056ee681a57e7e76144c5e72f4b9b9f39d1af07f843564f50fe0e9","2024-01-01 00:20:59",0,0.14404940779509182,330.851325,0
"0xaa4c90b7779c18cba2ca77d2e6f4309f4d6a868e012dbfe682eda76e10311973","2024-01-01 00:21:23",0,0.04589158455059237,105.4,0
"0xe56bdf4baef0edfb383f4d691c005f2df2dd7c78fc13962d9f7824c41c61704a","2024-01-01 00:21:23",0.5495935104591734,0,0,1254.720971
"0xcf852e88a98ee8d3befda119f23e690986c26b7fa8504af81dcd4dadf8a89553","2024-01-01 00:22:11",0,0.21769999658686173,500,0
"0xf731872e7f250335dcdabd708c33d68ae26e7b08789cae0b1def62d3bff73063","2024-01-01 00:23:11",0.008248755225166287,0,0,18.831873
"0xb54f37732af02614563f2eace9d90f106342a0878fccdc18f0b505c7a7380663","2024-01-01 00:23:47",0,0.24717889377837077,567.714281,0
"0x4e354823d7d714677ec78587da876c62fe2c6be1bb13705bce0d4c67552ce79e","2024-01-01 00:23:59",0,0.06529008092718029,149.95827,0
"0x55ffd6eca239e4458c1a6f0d5ed5457adcad38cc6564d9498b1cf17295be7d30","2024-01-01 00:24:23",0.3247144620625582,0,0,741.329396
"0x8b16692092019ccfb6e02f14af333ba223d7b091d91a8eac3f8f03aa5d13c049","2024-01-01 00:26:11",0,0.36340318573375807,834.658065,0
"0x2a3ba5615ae1ba5f3c8908017bba257405edff489106f2b9471ab0c5267e2fe0","2024-01-01 00:26:59",0,0.26122927046970174,600,0
"0x6b9b031f09123c98669289689df12fe1e207fa9ad5d281da1ecb8499e61b1a71","2024-01-01 00:27:59",0,0.10884693672047602,250,0
"0xcb84184ed57b58736b8185cf7300169ebd8868985e58dda2bb8abdd07366b627","2024-01-01 00:27:59",0.3699692091277528,0,0,844.663407
"0xa028b34d2f461f2f705a69a91cdc3c858cfe140475190ec3dfa5eadf34fdde15","2024-01-01 00:28:11",0,0.3918420737496207,900,0
"0xcaa6330402845687c6dd216cfd6d65cf6024537cff1e270b75123d37e0dce3fd","2024-01-01 00:29:23",0,0.06801533422120348,156.223123,0
"0xbfc55bec4589c75b99295dae295dfdcb32257594fb2e78c33e4c0e1ef71303e6","2024-01-01 00:30:11",0,0.6530429917350806,1500,0
"0xd28784bf9500b6ff5cf78e3731f6173854866e01220d38336699825eb0004587","2024-01-01 00:31:35",2.021066052039676,0,0,4614.233372
"0x7c7b266c4bb3ea22ed83458e6583eae3b15881c8b20855eb1ce9c3e0b7636670","2024-01-01 00:31:59",0.002722659859384502,0,0,6.215578
"0xd464e34972558e52ffd95b3ff9ab38671b8a7c74b1690acc1db00280e9b48c30","2024-01-01 00:36:23",0,0.11333433338232322,260.292126,0
"0xba232990d96c46b32e8200f727c3ce5314f50013155db98f3682656ddcd8a2c4","2024-01-01 00:36:59",0.05,0,0,114.146035
"0x6182db1d3918a381cfd6776c513cd4b4197db74cf40471e3dcf1f0d48516f277","2024-01-01 00:38:23",0,0.29003922601233384,666.132961,0
"0x99e9aa1c7b8bc5215cb2d3b59806b60228be7c889115cd1a6ee7d2e17e80813f","2024-01-01 00:38:23",0,0.12668076603052453,290.951928,0
"0xb69e48152562be936968daa7df543e001422f30f3ffb4929bdfe77cf8f919fa4","2024-01-01 00:38:23",0,0.000423380987109166,0.972369,0
"0xdc059dda722f723b37f958da7c034dcd5956e26ca38cf01d6684686d46afbcb4","2024-01-01 00:39:47",0,0.18555406549321962,426.172874,0
"0xde869a93410a626e3cf519ac8050ee9a8c54f6e3e4ed8f69834a52a8893cf0da","2024-01-01 00:41:47",0,0.4315771522770397,991.25,0
"0xd9102b338c8c7f9e6229b69feddde82c49fa1c6a3203cba5a50bcd4db05e9ea7","2024-01-01 00:42:47",0,0.43406740301627866,997,0
"0x91ef23344500d22d529ffc5c579d7a3e21a4dd726e6f7a4e0e02a658863fdabf","2024-01-01 00:43:11",0,0.08056479697152699,185.050889,0
"0x0b0294feaf76699af1654d98934b23de23bb2f6e751167fff0f51fb70ced5dcd","2024-01-01 00:43:47",0,0.058293480730015834,133.896113,0
"0x46cd8c6e2cb55d3bfda03a939187355cd2dd90b4b3e3fcfbb6cbf9633fa6d140","2024-01-01 00:44:11",0.6216085584597013,0,0,1419.210181
"0x2caf9c80c666a59c9decc31d81f12cc8b9655c459eab3e2d3e9104452f159494","2024-01-01 00:45:59",0.04247636971234508,0,0,96.976608
"0xcba513788984cb7f96975d10038c73d7135b0d418415db0b7e3e9f0bddcb1fde","2024-01-01 00:45:59",0.017613830086349553,0,0,40.213556
"0xb9a2c147a0e4a2d68a12a6904b0de107765a53ec2c6c56cf08a95d9c933f49d6","2024-01-01 00:48:23",0.06035740676130168,0,0,137.799635
"0xc6f9dac9318ba7aa1782fe1ecd93aa58afa13063c491b2caac7f26fdc4192ce2","2024-01-01 00:48:59",0.4981510553702379,0,0,1137.286939
"0xa3dfc04009a1cfb4df4470080547d1824fd6833c85d2f2bf39f60ed6c0c536ab","2024-01-01 00:49:23",1.712561192839797,0,0,3909.501992
"0x395ce5354f0f49791347f29c284136114e65b5efc71dc8634c5c835d808f95cd","2024-01-01 00:49:35",0.797791982086257,0,0,1821.070408
"0x74d690adf2ef645b3ba36c1f07f9946045919b909ba89fcee6ccaf4a38224ceb","2024-01-01 00:49:47",0,0.5421176576351425,1244.905556,0
"0x712447d99e0a374facac3c9743cc30d3e72d5c98373a7faa52b08764d279977d","2024-01-01 00:49:59",0,0.08751680153476919,200.975872,0
"0x89cca22a0070332c430e6ba597f10fade49ff78def2fe71cb7a016377b34ec53","2024-01-01 00:50:35",0.08763456353383442,0,0,200.04064
"0x011fa4df4c4076717dbc9795b88457cc220ebdc15cac1e0eb13fd1bc63bd4316","2024-01-01 00:51:23",0,0.8708945101325477,2000,0
"0xf1fd85f0c2074155579e8b39e983a367ccbf137450d8d564ce77d9b028dc154c","2024-01-01 00:52:23",0,0.23876817077331344,548.35,0
"0xe5fd68d6928aa2c0dbc58f1b1bc4fc8465f9e90009f0ef500e6e20ffc6e72f37","2024-01-01 00:52:59",0.0027755,0,0,6.33602
"0x1b4b21d1960363b6d6cbbc8b1a70bbd195e8d5bbfbbb4db041b7b5f2afa023d5","2024-01-01 00:53:59",0.7817573095850826,0,0,1784.577279
"0x647956c3ada75fae7fc87f1b8e2c4c110d75acb26156137a838cd0e4e326ee82","2024-01-01 00:55:35",0,1.0941833459132477,2512.858071,0
"0x94d683d2f4dcddbec63db81dc94332cfc09fa58143b8a840293ba5f59236e31d","2024-01-01 00:56:11",0.008816830667755696,0,0,20.12785
"0xc77d7c5966313a728688bac3922548ed4581b3030b1ad2e7fa2b112d9099dd9f","2024-01-01 00:56:11",0,0.003302054631390835,7.583661,0
"0xf7ce655ac8853068dc9cd1c3de96565a0e83168b5307608dfe85a3c4e5d24890","2024-01-01 00:56:23",2.7010695164945098,0,0,6165.657905
"0x30048c7355ccd20de05497a69787662a58969c1a45d0725703a982cd9aeba419","2024-01-01 00:56:35",0,0.28103209156921677,645.315853,0
"0x0b4061e6b2f00c58450334318fcca57f557cbe0c8c4752e548e9502b9671b94f","2024-01-01 00:56:47",0.9967221827595856,0,0,2274.940264
"0xbee222683f37dc6d5ec6a3e252fd6ef97cade9892630496638e613ddd4c8a6d2","2024-01-01 00:56:59",0,0.013065640566828948,30,0
"0x8cc5992f664d5dc97466269daa817e77082f5b34f91e8708d334fcf99279f03f","2024-01-01 00:57:23",0,0.35146253611067935,807.003,0
"0x9f63551c28dbbf8b5d27823f8f6caae82fdefff64cc2120f6a1460eceb200c26","2024-01-01 00:57:23",0,0.1690501495234558,388.167909,0
"0xb82e30a5a45b4e45624eb67b8c5fdb7d07069c4d69e6b3efc78059bb0c14a2bc","2024-01-01 00:58:11",0.24199755833004138,0,0,552.337176
"0x63badb6413256bffeef15a8b5348da8f86e3de0d4cc6f0af655b22ee9043c574","2024-01-01 00:59:11",0,1.5000000003525324,3444.3988,0
"0xf4cfe29d2e867a48955984c640006ee9ff713cc647cbf44cca9882e86c3ae1b1","2024-01-01 00:59:23",0,0.47900522321443917,1100,0
"0x2a96de08de04086afbcd8376b9bc72d87c1c2e0ef04168c8dc9ccadbf2142334","2024-01-01 01:01:11",0.017549353740434214,0,0,40.06
"0x1e7300eeafc2ae88a5fbd7a25da991cad9fdc843fa0afbe4cddcb0566342634f","2024-01-01 01:02:11",0,1.5457723431043688,3550,0
"0x3cd41f69261e72456ab65914a8fe09f46e863052a8a55d52fc28eeab8555b0f1","2024-01-01 01:02:35",0,0.39156429462345066,899.322663,0
"0x50492893924dbcc07c75bf92d5042fd5ceea25b20402013e41711737f8ee6992","2024-01-01 01:04:47",0,1.0962901286231952,2518.028734,0
"0x4efae192dd0ecb4ca759e6759daf6f6c28885c11786e5d9b22c73613e1c6fa01","2024-01-01 01:07:11",0,1.0621620338296742,2439.826489,0
"0x54ac0ba37fb17e22f7ff3da30121ac672f0fa4e797fc7d13beb975fb33e4aad2","2024-01-01 01:07:35",0.2154680288070428,0,0,491.987765
"0x251a4ea16c30e062a7773147bd69b3658fbbeb18a5553b0e0f33037590c2c833","2024-01-01 01:07:47",0.1288625,0,0,294.23394
"0x268e519c0b44823dcf01217731e56ae1fe769adcad404b274e46e5cdf3eaab79","2024-01-01 01:08:23",0.213629100643301,0,0,487.777104
"0x0af8b591784555882a0af63098da3689b56da3cc8e573828969791e26578e875","2024-01-01 01:09:59",0.09561484795547961,0,0,218.314017
"0x95e370ddacdeca0b9b66b18ece1fb2651649c5bd2db5b038f4df6676057316ee","2024-01-02 00:00:11",0.08550622014469206,0,0,200
"0x2f393ad0bd1fc1ba8f1c2f384e2c4b1084bc18672418532a60d2e2be7ef58cf5","2024-01-02 00:00:23",0,0.3045445549088566,716.631993,0
"0x6b2b5989ed2b88c8ee116b6f59ee27c2d6e2393240e4312feda5e229263bc5df","2024-01-02 00:00:59",0,0.00807427253470513,19,0
"0xc852b844a99919be86f42935dc674ef7917fdbf794a889f577d052ad0751ef89","2024-01-02 00:01:35",0,0.21460396490514902,505,0
"0x319fd96ce6e241abb3d79265bb2800bacf4c127e3d319c47347eb8bac7ab9529","2024-01-02 00:02:23",0,0.4232475248987,996,0
"0xe8aff98d55b7956fa5d7dd1f5b857760512bec9e805d4c1941a3978ca65ddba9","2024-01-02 00:02:23",0,0.04564318849201499,107.407261,0
"0x13cf3fd875e6adca6d03e665579d06958132ffb49b18ee651b90bb497931edab","2024-01-02 00:02:35",0.23427464566993028,0,0,548.00367
"0x911b24ef065fc6eb73c3db4bdf453ffe078ec720a5e17f1421b10e015e3cd9e1","2024-01-02 00:02:47",0,0.20729727527939534,487.821613,0
"0xfc5ee99549f3c4b40f06d8f92d8596e60812490469299a6467125302701f7f83","2024-01-02 00:02:47",0,0.017573038002617117,41.354024,0
"0x163a3721adff0a86a46083ea48cac5a633aff0bab6cbcd5eda982aaa43e40957","2024-01-02 00:02:59",0,0.02833401207976249,66.677562,0
"0xab5cf152f0fffa3d5eac5d7662f2b773c36fd66d43505d6154eaf98619c9fab7","2024-01-02 00:03:11",0.05211936134474104,0,0,121.915991
"0x35d2a2df40fc26cd9411a0ceaab0c8234a8a8296cefc7714577e12b5bada8b69","2024-01-02 00:03:47",0,0.10623506776668167,250,0
"0x8828ed40166bde71d495c22e2ec2d11ee5eab246ebfc3b77c4f1d04375951620","2024-01-02 00:03:59",0,1.154195368046322,2716.25733,0
"0x8b59d635ae9f5bc7f16e8e9c94cdfc4e42ffb65a0b491b662cee44bfcf55ab47","2024-01-02 00:05:35",0,1.0622191656596027,2500,0
"0x6b239fdbd23ecfb292cd93eec637b920c33fad775ad79e5161a44c1f7a5ebfad","2024-01-02 00:05:47",0,0.4248651440185088,1000,0
"0x7eb1fe92833a5edd18ba61d36980c2f8a271f6558e9c0a9ed778079a03c7243c","2024-01-02 00:05:59",0,0.19906989565749994,468.558849,0
"0x3e7e20270f4d7ea45140ad98686f120865f004ec056904a37e0c5af105082537","2024-01-02 00:06:23",0.032415415844804535,0,0,75.840826
"0x4ce4555578a4cae6aa160e98e556b30500d19fa574db17cb5855649520930acb","2024-01-02 00:06:47",0.08628706325847442,0,0,201.880938
"0xb9da13e08c7654c3d1b8c936e9d34ffb599531d391267f40f39d1715ef4e90d9","2024-01-02 00:06:47",0.09621460166078571,0,0,225.106377
"0x68fa5bf3a5f20630ff4ccd5e83188b2aa7349fc62be8686e10e664b6d30b6788","2024-01-02 00:07:11",0.1000587657893029,0,0,234.234273
"0x730ebf2d0b78d255f51577d122dbad098ec6c79f34036eef2e1b35ab24c2a531","2024-01-02 00:07:11",0,8.127204911338604,19134.705742,0
"0x1ed16eeaa26fd9ab13cc54a8384fae399c222f10ec2aa0d6f7eb376fdd566470","2024-01-02 00:07:23",0,4.220900294525998,9942,0
"0x07ecd64408e2a8996fa7a7506bf96c09a18470c9cbece90f92e1c42083f5978f","2024-01-02 00:07:47",0,1.0000000001042904,2355.860364,0
"0xa65fbfdbed8e58b4ff09e9235e212b7558f93c93075bb66c991253c866c14b03","2024-01-02 00:08:11",0.22,0,0,515.198576
"0x165d3aa476f037075c90fc02470310a8158e658e1d099752886f2c12aa9fe8ca","2024-01-02 00:08:35",0,0.07961136506404588,187.557553,0
"0x1dfbd8109cab67e0d18ca32eaccc33fca3935c201260ed3599eb70097d4c079e","2024-01-02 00:08:59",0,4.2439834464000175,10000,0
"0x24a6d5084292d6f2d31cdc182729541387c187ffd9699367b4789895e1b00e57","2024-01-02 00:09:11",0,0.2023000158247094,476.7505,0
"0x8bc6a2d690147df9caea94fe8a2521054b6c380463f2fb488ee5c2eb1b23d341","2024-01-02 00:10:11",0,2.119570279357933,4995.5,0
"0x15c53e78a7b0700568d49d8e49d306799c43dccbcafa816af2a933ffba202ba6","2024-01-02 00:10:59",0,0.4439017942173049,1046.303718,0
"0x71cced273e1cb40c9f21f68b51f32ac9a67ecc3ccb1052044611e3d68ae2b810","2024-01-02 00:11:11",0.03334095247326025,0,0,78.117
"0xcb0017cd15a8583b18c50ab313e432c55dcb6a1a59b284cfe8652bd5079f66c9","2024-01-02 00:12:35",0.00833,0,0,19.516948
"0x997c47771dcd3e4f7a0f5b21ded60df18ae1e8a4f1ac3993c88f68c7e09c06f6","2024-01-02 00:12:47",0.04449181973098607,0,0,104.242847
"0x265e1453797376ccaca9700fde670954c2bceb2bad7eb4fabb4a4ecb733baa89","2024-01-02 00:12:59",0.045856,0,0,107.43873
"0xe658025bf11841880720534ca0c8c0162d27e22b1f6c33d618df8ca97c8f2c0a","2024-01-02 00:12:59",0,0.04029166950902537,94.970683,0
"0x306cd9ff12a3b089bdc740b67ee66df476aefe5d7a6120085a6867c11ecee922","2024-01-02 00:13:23",0.0099125,0,0,23.224602
"0x7c65fed048df1f33f20b8991160b12300aa13768047425552bf44162718bc7a7","2024-01-02 00:13:35",0.05521928427312307,0,0,129.376338
"0xb9a48acf6d6da9a3b0b02e724494b5346dc4e2ec11629313ceba51c02b22c1b4","2024-01-02 00:13:35",0.005,0,0,11.714753
"0x6db4dec2e01d84438ef89e927c9af129cb14dc52aa4cbf5dcaef4bb5916a566e","2024-01-02 00:14:35",0,0.04242546256917764,100,0
"0x6af878a5ce4a61add27751a18b381965a94af25a49877b79f725cc2f1989b136","2024-01-02 00:15:11",0,27.384193561858822,64610.000756,0
"0x06c9d8db29f4151c2b6b3ff53479603022aa5d0c672378588a7fa8b3386ceda5","2024-01-02 00:15:35",0,12.366295868282029,29218.346886,0
"0x1f93082ee79a721be8b6dad8dfdae1729e1dc99c97e02ceb3c0213b12307d232","2024-01-02 00:15:47",0.30618116298049747,0,0,719.399069
"0xa0daa946c7a53f250185c3b8a3b291f7dfaf3d4bac7efa9acef65e571438c656","2024-01-02 00:16:11",0,4.652906242141268,11000,0
"0x9af9403d38955f4ea384885069496d0763d972d6c2136b3cb195da18056555c5","2024-01-02 00:16:23",0,0.021146039511198846,50,0
"0xe47438f03084286ef9b1c49f997a082b4363cdf7dd7fb0a6ebd136cca3c901b5","2024-01-02 00:16:23",0,0.012682345133170727,29.987555,0
"0xb27588c3dfa6c6346b5314ed123e3501b1c1ad5631e6dfe783af86fe288656ac","2024-01-02 00:17:11",4.659590128134337,0,0,10949.840562
"0xa001c94ee4d810cb2af9a848335b8a013e3d8f5cdc85e39e478c006d745380d8","2024-01-02 00:17:35",0,19.162216264453967,45325.239633,0
"0x2877bb59f387a8779becb5ae4dfd12b12e9afd8bdc0877ade476af4706ae25d8","2024-01-02 00:17:47",0,9.880536271050035,23395.138571,0
"0xbdd5b64a13844730ea01e70ed9c686f3a8f25458cc0b95327b3c6a5179695064","2024-01-02 00:18:23",0,13.228423784011634,31348.141965,0
"0xf7a7561abb472d9eae803a7151bca90fff49942373bd378d22064fb181d08eb2","2024-01-02 00:18:47",0.24824492292359432,0,0,585.027424
"0x77c296d44ab913da4196a244e8373e70a37eed9a21ed17748673b52320364d51","2024-01-02 00:18:59",0.010574570854625997,0,0,24.920375
"0xb652a2ec56da08f0b2df205ddf696af9fdaf365865263fff8dd7e4109049cb23","2024-01-02 00:19:47",0,0.10571408359246943,250.631611,0
"0xcf9c5e1fcecae0ae454fa33dac5fad065e7174b3a0fca405ab8443891440407c","2024-01-02 00:19:47",0.7840237358138947,0,0,1847.617421
"0x83d0c9665ea94f8829f3f72aa72380e44fe1245cf533aef7645dcb778aa397ce","2024-01-02 00:20:11",0,0.10328061562669948,244.852597,0
"0x9e649cc0527edc57f37706e115e81c23b6f7ee79a0c9b1e7a876637eeecd8b2a","2024-01-02 00:20:11",0,0.12654323334893056,300,0
"0x3aaebd7df58ad26bfa34c0498df3c5876ea333011dd2449348056d6372e8df2c","2024-01-02 00:20:59",0,0.13363466113215292,316.816932,0
"0x4d585553f78a7bdd6952c5e9b62af54fec25672a7a39cf356580e0ae1bb8070b","2024-01-02 00:20:59",0.009925922915165976,0,0,23.390987
"0x878415d802f32865ffd56a386deacca78b8990433695a6843958adece01ba325","2024-01-02 00:20:59",0,0.4217956680000221,1000,0
"0x498caee1c45defcb67c4305ee60609edec729ba4698acb2a6d8d2ba85dbd8e0b","2024-01-02 00:21:23",0,16.253813351840776,38557.759271,0
"0x5d7b44ebbff45ff942f70925aabde86267ae5d7f033cd74c969a5202c4980a3e","2024-01-02 00:22:11",0,0.004974007084986903,11.806177,0
"0x61abf1f5ca9dcef45a9214d1512c4dd24ff0c83e82ed939f7f46bb6ba1f03230","2024-01-02 00:22:11",0.21108730117368393,0,0,498.033448
"0x409d4f28075b3ff12d519a95eff1a98cd9c3fb01c3b6a150222bc1a2afd6079a","2024-01-02 00:22:47",0,16.55160452298891,39309.913191,0
"0x1bc094cad6c3e46f6d426492985e8ea25becb39395ccb68614a4de3ef5896fde","2024-01-02 00:22:59",0,10.866361118797178,25832.727482,0
"0x81d207389835aaf8fe588616b1d4aebfc37b8e6ee4e034b58fa10ca1d24198ae","2024-01-02 00:23:23",0.02,0,0,47.279853
"0x83da818a25329f047d29ebffbde486f256e876abdd92f5d5e94a61c244dd0769","2024-01-02 00:23:23",0,0.025115124683237997,59.729801,0
"0x64a15d086ab4f8fa338f6c281fc99c06b91343198f433173e728ec7ee89ac886","2024-01-02 00:23:35",0,11.921533559075044,28364.48871,0
"0x5f1562c4cc1697c90d76a3d6861a9cc5d789e2383c35446e73f2f480c8b5edbb","2024-01-02 00:24:59",0,0.08402379861119595,200,0
"0x18b1cf9ff55efc8e3cddaf473b28bbcf50051d10656f6e72073142a131496ab0","2024-01-02 00:25:11",0.00693875,0,0,16.417251
"0x66b104b78ab51e15c557067ba4567ff1967e655f625f520a2ec621a13ab5a969","2024-01-02 00:25:23",0,0.25206848805190013,600,0
"0x3f6d3da37c91a8fe7e68772ec9758e22f4fe847edbfdfa6549fed1b0d69e87cc","2024-01-02 00:25:35",0,0.003047229321612513,7.253403,0
"0xd9dadc3d49cce3336734fb86252d6a3dba446e10bebca7053cebb48c7f312844","2024-01-02 00:26:11",0,0.0785288714866805,186.921685,0
"0xe42df9f830d10ff67232d234b98d322727d28cbbc9116464973e6d5e76f2c736","2024-01-02 00:26:11",0.24515279101333634,0,0,580.04285
"0x570c9d1b07d3d86298c4f30fe2924c9b774aae30a3f4e5c23d49d86f6a5b3b4e","2024-01-02 00:26:47",0.30474434314845816,0,0,721.029118
"0x5b392a7ab3a396c2a7e06beade042873547a245e8b812feb1fdd4af8c6bdb3b2","2024-01-02 00:27:23",0,0.14375886248190328,342.183419,0
"0x9fa3d67578d244c39f939e6775a2cd217b79451702947b4bc704fa05b300d42a","2024-01-02 00:27:47",0.18168793168881667,0,0,429.872989
"0xf72b04904fde56c3fdee0cc6872fa581122e85f51c4a790b98bc4dbd9acb1fd2","2024-01-02 00:28:59",0.7991954169596888,0,0,1890.827284
"0x0361e553ebdc5835f1171eb558cabdfd3a169664a18852fca38bb3499d6e265f","2024-01-02 00:29:11",0,0.006857726011105675,16.322113,0
"0x2f5bc46e1c1757508e851463e9244bfed9e25d29b0b04366f182d1a4289190df","2024-01-02 00:30:47",0.043934,0,0,103.939797
"0xaaed8cf6f6395409eeee31abb480a26a3d4ff9dbd27a14dda340ff4b37711edd","2024-01-02 00:30:47",0.15706686908988796,0,0,371.594115
"0x6251159cf22b129ad3157a4cf71271a4f81b944aae6d00f378d6d70130c123be","2024-01-02 00:31:47",0.12671427773263383,0,0,299.780947
"0xe530c5af3a3394f9319374a3ee4afacccd718f7595a537e84c1daefc864ebeb2","2024-01-02 00:32:11",0.0458300922908744,0,0,108.424275
"0x8d65cbca816b90429f11f371e11ee25ab652d9b0fd68f9ef613bfc8af0db69c4","2024-01-02 00:32:35",0,0.1563540016178185,372.131299,0
